quality	left_url	right_url
left	https://nikvesti.com/news/business/189101	https://zn.ua/ECONOMICS/ubytki-metro-kieva-za-vremya-prostoya-na-karantine-prevysili-polmilliona-griven-355349_.html
right	https://ukranews.com/news/704497-probki-v-kieve-25-maya	https://www.obozrevatel.com/kiyany/life/kiev-v-den-otkryitiya-metro-skovali-masshtabnyie-probki-kakie-ulitsyi-stoit-obehat-karta.htm
right	https://lenta.ru/news/2020/05/25/megafon20/	https://arbuztoday.ru/megafon-napravil-20-tysyach-smartfonov-detyam-iz-maloimushhix-semej-v-ramkax-akcii-vzaimopomoshhi-myvmeste/
left	https://informburo.kz/novosti/prezident-podpisal-popravki-o-smyagchenii-usloviy-dlya-sozdaniya-partii-i-kvote-dlya-zhenshchin-v-izbiratelnyh-spiskah--106839.html	https://www.zakon.kz/5024150-tokaev-podpisal-popravki-v-zakon-o.html
right	https://lenta.ru/news/2020/05/25/teplo/	https://politexpert.net/198002-rukovoditel-gidrometcentra-soobshchil-chto-poslednyaya-nedelya-maya-budet-teploi
right	https://ura.news/news/1052433343	https://slovodel.com/561466-kabmin-utverdil-vremennoe-ogranichenie-na-vvoz-inostrannogo-topliva-v-rossiyu
left	https://iz.ru/1015074/2020-05-25/rospotrebnadzor-prizval-otkazatsia-ot-alkogolia-v-usloviiakh-pandemii?utm_source=yxnews&utm_medium=desktop&utm_referrer=https%3A%2F%2Fyandex.ru%2Fnews	https://www.metronews.ru/novosti/russia/reviews/rospotrebnadzor-obyasnil-vliyanie-alkogolya-na-koronavirus-1675815/
right	http://kontrakty.ua/article/156494	https://ukranews.com/news/704458-novuyu-submarinu-postroili-v-kndr
bad	https://www.business-gazeta.ru/news/469618	https://ulpressa.ru/2020/05/25/%d0%bd%d0%b0-%d1%81%d0%be%d1%86%d0%bf%d0%be%d0%b4%d0%b4%d0%b5%d1%80%d0%b6%d0%ba%d1%83-%d0%be%d0%b4%d0%bd%d0%be%d0%b3%d0%be-%d1%83%d0%bb%d1%8c%d1%8f%d0%bd%d0%be%d0%b2%d1%86%d0%b0-%d0%b8%d0%b7-%d0%b1/
left	https://strana.ua/news/269239-arsen-avakov-sozdal-tajny-departament-politsii.html	http://kontrakty.ua/article/156526
right	https://www.interfax.ru/russia/710092	https://charter97.org/ru/news/2020/5/25/377629/
left	https://www.rosbalt.ru/russia/2020/05/25/1845218.html	https://vestikavkaza.ru/news/misustin-predosterer-rossian-ot-zarubeznyh-poezdok.html
left	https://vestikavkaza.ru/news/rosturizm-predposylok-dla-bystrogo-vosstanovlenia-turizma-v-mire-poka-net.html	https://www.pnp.ru/social/v-rosturizme-ocenili-vozmozhnost-bystrogo-vosstanovleniya-turizma-v-mire.html
left	https://newdaynews.ru/coronavirus-covid-19/692878.html	https://www.rosbalt.ru/russia/2020/05/25/1845162.html
left	https://tass.ru/obschestvo/8559573	https://www.ridus.ru/news/328049
right	https://zn.ua/ECONOMICS/ubytki-metro-kieva-za-vremya-prostoya-na-karantine-prevysili-polmilliona-griven-355349_.html	https://strana.ua/news/269298-nazvany-ubytki-metrov-v-kieve-i-kharkove-za-vremja-pandemii.html
right	https://www.business-gazeta.ru/news/469662	https://www.vedomosti.ru/business/news/2020/05/25/830994-zagryaznenii-vozduha
left	https://www.obozrevatel.com/society/v-ukraine-isportitsya-pogoda-sinoptiki-dali-tochnyij-prognoz-na-25-maya.htm	https://from-ua.com/news/549920-25-maya-ukrainu-nakroyut-dozhdi.html
left	https://politexpert.net/198021-profsoyuzy-predlozhili-vozmestit-rossiyanam-izderzhki-distancionnoi-raboty	https://fedpress.ru/news/77/society/2503576
right	https://info24.ru/news/v-rossii-deputaty-predlozhili-snizit-vozrast-nachisleniya-nadbavki-k-pensii.html	https://www.oreanda.ru/gosudarstvo/v-gosdume-predlojili-ponizit-vozrast-nachisleniya-nadbavki-k-pensii/article1318883/
left	https://iz.ru/1015207/2020-05-25/ugolovnoe-delo-vozbudili-v-kazani-po-faktu-khlopka-bytovogo-gaza-v-zhilom-dome	https://www.business-gazeta.ru/news/469649
right	https://www.sport.ru/figurnoe_katanie/trusova-voshla-v-knigu-rekordov-ginnessa/article449744/	https://politros.com/167286-rossiiskaya-figuristka-trusova-v-tretii-raz-popala-v-knigu-rekordov-ginnessa
right	https://lenta.ru/news/2020/05/25/normal/?utm_medium=social&utm_source=telegram	https://www.obozrevatel.com/politics/mid-gruzii-zavershil-konsultatsii-s-otozvannyim-iz-ukrainyi-poslom-kogda-on-vernetsya-v-kiev.htm
right	https://vz.ru/economy/2020/5/25/1041277.html	https://polit.info/496558-dobycha-slancevoi-nefti-v-ssha-za-god-mozhet-sokratitsya-na-50
left	https://nv.ua/style/kultura/venecianskiy-kinofestival-2020-sostoitsya-poslednie-novosti-50090246.html	https://sputnik.by/culture/20200525/1044757228/Vopreki-pandemii-Venetsianskiy-kinofestival-vse-zhe-sostoitsya.html
left	https://www.vedomosti.ru/society/news/2020/05/25/831020-fedun-rasskazal-podrobnosti	https://nevasport.ru/144162-fedun-vypisalsya-no-eshhe-ne-vse-horosho-budu-dolechivatsya-doma/
left	https://www.pnp.ru/social/aviaperevozki-v-rossii-sokratilis-v-aprele-bolee-chem-na-80-procentov.html	https://russian.rt.com/russia/news/749585-vnutrennie-perelyoty-rosaviaciya
left	https://www.riatomsk.ru/article/20200525/sberbank-stal-luchshim-bankom-mira-po-sozdaniyu-akcionernoj-stoimosti/	https://polit.info/496571-sberbank-zanyal-shestoe-mesto-v-mirovom-reitinge-dohodnosti-akcii
left	https://tjournal.ru/news/172271-v-rossii-zafiksirovali-samyy-vysokiy-uroven-zagryazneniya-vozduha-za-pyat-let	https://www.nakanune.ru/news/2020/05/25/22574393/
left	https://runews24.ru/show-business/25/05/2020/a5d64a0d04c8390876294bfea0ca99c6	https://news.ru/show-business/dibrov-rasskazal-pochemu-vyzhila-babkina/
left	https://tvzvezda.ru/news/opk/content/20205251152-fBPO1.html	https://newizv.ru/news/society/25-05-2020/kosmos-nash-glava-roskosmosa-poobeschal-ne-dopustit-privatizatsii-luny-amerikantsami
right	https://korrespondent.net/ukraine/4232664-zelenskyi-poprosyl-humpomosch-u-yzraylia	https://lenta.ru/news/2020/05/25/dopomozhit/
left	https://www.wonderzine.com/wonderzine/life/news/250447-family	https://www.mk.ru/social/2020/05/25/prozhivshuyu-5-let-v-bolnice-devochku-uvezli-v-neizvestnom-napravlenii.html
left	https://35media.ru/news/2020/05/25/ubijca-15-godovaloj-devochki-13-let-provedet-v-tyurme	https://versia.ru/rossiyanin-ubil-doch-i-otpravilsya-v-tyurmu-na-13-let
right	https://news.rambler.ru/incidents/44234756-passazhiry-reysa-sochi-moskva-ustroili-draku-i-popali-na-video/	https://vestikavkaza.ru/news/dvoe-muzcin-podralis-v-samolete-iz-soci-v-moskovskom-aeroportu.html
right	https://www.obozrevatel.com/society/v-ukraine-isportitsya-pogoda-sinoptiki-dali-tochnyij-prognoz-na-25-maya.htm	https://joinfo.ua/weather/1272012_Gismeteo-Ukraina-pogoda-25-maya-preimuschestvenno.html
right	https://www.bfm.ru/news/444463	https://realty.ria.ru/20200525/1571937529.html
right	https://russian.rt.com/nopolitics/article/749454-graffiti-znamenitosti-rossiya	https://www.newsru.com/cinema/25may2020/brodsky_art.html?utm_source=rss
left	https://ukranews.com/news/704394-kolichestvo-vakansij-iz-za-karantina-upalo-na-40	https://from-ua.com/news/549994-v-ukraine-rezko-viroslo-chislo-bezrabotnih.html
left	https://eadaily.com/ru/news/2020/05/25/voz-na-vremya-prekratila-ispytaniya-gidroksihlorohina-v-lechenii-covid-19	https://ura.news/news/1052433411
left	https://www.1tv.ru/news/2020-05-25/386485-rosobrnadzor_opublikoval_daty_edinyh_gosudarstvennyh_ekzamenov_kotorye_proydut_v_iyule	https://www.ridus.ru/news/328049
right	https://www.rbc.ru/rbcfreenews/5ecb3b009a7947dfa945c46d	https://www.enisey.tv/news/post-22496/
left	https://www.vedomosti.ru/society/news/2020/05/25/831020-fedun-rasskazal-podrobnosti	https://www.sports.ru/football/1085741737.html
right	https://vz.ru/economy/2020/5/25/1041277.html	http://www.angi.ru/news/2881061-%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%D0%B8-%D0%A1%D0%A8%D0%90-%D0%BD%D0%B0-%D0%BF%D0%BE%D1%80%D0%BE%D0%B3%D0%B5-%D1%80%D0%B5%D0%BA%D0%BE%D1%80%D0%B4%D0%BD%D0%BE%D0%B3%D0%BE-%D0%BE%D0%B1%D1%80%D1%83%D1%88%D0%B5%D0%BD%D0%B8%D1%8F-%D0%B4%D0%BE%D0%B1%D1%8B%D1%87%D0%B8-%D0%BD%D0%B5%D1%84%D1%82%D0%B8/
bad	https://kirov-portal.ru/news/poslednie-novosti/kirovskaya-oblast-zanyala-12-mesto-s-konca-v-rejtinge-po-raskhodam-na-socsferu-29551/	https://riamo.ru/article/432076/podmoskove-voshlo-v-chislo-regionov-rf-s-naibolee-sotsialno-orientirovannymi-byudzhetami.xl?mTitle=&mDesc=&mImg=&mImgWidth=&mImgHeight=
left	https://rueconomics.ru/443906-novyi-kitaiskii-avtobrend-cheryexeed-poyavilsya-v-rossii	https://autorambler.ru/novosti/v-rossii-poyavitsya-novyi-avtobrend-25-05-2020.htm
left	https://tass.ru/ekonomika/8555211	https://kirov-portal.ru/news/novosti-kompanij/vtb-vydal-lgotnye-kredity-na-zarplatu-na-18-milliardov-rublej-29547/
right	https://news.mail.ru/incident/41911054/	https://www.business-gazeta.ru/news/469619
bad	https://murmansk.mk.ru/social/2020/05/25/na-ulice-mira-ne-budet-goryachey-vody.html	https://murmansk.mk.ru/social/2020/05/25/goryachey-vody-i-otopleniya-ne-budet-na-prospekte-geroevseveromorcev.html
bad	https://wylsa.com/novinki-realme-televizory-tws-naushniki-i-power-bank/	https://3dnews.ru/1011758
left	https://oblast45.ru/publication/32511	https://vestikavkaza.ru/news/misustin-predosterer-rossian-ot-zarubeznyh-poezdok.html
bad	https://bombardir.ru/news/604579-Zidan-luchshiy-trener-v-istorii-Ligi-chempionov-po-versii-Squawka%20	http://dynamomania.com/news/531021-messi---luchshij-igrok-v-istorii-finalov-ligi-chempionov-za-pobedu-nad-myu-v-2011-m-ronaldu---na-11-m-mest
bad	https://3dnews.ru/1011760	https://wylsa.com/pokazany-umnye-chasy-realme-watch-oni-budut-konkurirovat-s-amazfit-gts/
right	https://www.innov.ru/news/economy/banki-budut-obmenivatsya-/	https://www.klerk.ru/buh/news/500039/
right	https://ura.news/news/1052433343	https://tsargrad.tv/news/pravitelstvo-rossii-vremenno-zapretilo-vvoz-topliva_255900?utm_source=yxnews&utm_medium=desktop&utm_referrer=https%3A%2F%2Fyandex.ru%2Fnews
right	https://www.vesti.ru/doc.html?id=3267954	https://inforeactor.ru/304290-deputaty-gosdumy-predlagayut-uzhestochit-nakazanie-dlya-voditelei-bez-prav
right	https://www.znak.com/2020-05-25/devochku_prozhivshuyu_vsyu_zhizn_v_bolnice_otdali_v_novuyu_semyu	https://www.the-village.ru/village/city/news-city/369383-mat-ditya
left	https://www.ntv.ru/novosti/2344861/?utm_source=yxnews&utm_medium=desktop&utm_referrer=https%3A%2F%2Fyandex.ru%2Fnews	https://omskzdes.ru/society/69856.html
left	http://lj-top.ru/post/colonelcassad/5894530	https://rtvi.com/news/prokuror-potreboval-prigovorit-pola-uilana-k-18-godam-lisheniya-svobody/
left	https://donpress.com/news/25-05-2020-klichko-anonsiroval-rekonstrukciyu-kreshchatika-i-nazval-datu-otkrytiya-trc-v-kieve	https://inforesist.org/ne-delajte-iz-mozhzhevelnika-slona-klichko-obyasnil-pochemu-na-kreshhatike-ne-vysadili-kashtany/
left	https://www.kommersant.ru/doc/4356344	http://www.vnd12.ru/news/obschestvo/21657-rossiyskie-vlasti-rasskazali-ob-otkrytii-turisticheskogo-sezona-v-strane.html
right	https://vestikavkaza.ru/articles/po-zapadnoj-avstralii-udaril-storm-desatiletia.html	https://www.vesti.ru/doc.html?id=3267888
left	https://www.vesti.ru/doc.html?id=3268035	https://slovodel.com/561466-kabmin-utverdil-vremennoe-ogranichenie-na-vvoz-inostrannogo-topliva-v-rossiyu
left	https://tass.ru/politika/8556579	https://www.kommersant.ru/doc/4356183
bad	https://hotgeo.ru/society/66951	https://tass.ru/obschestvo/8560727
left	https://www.kommersant.ru/doc/4355873	https://newvz.ru/info/185248.html
right	https://www.ostro.org/general/society/news/590901/	https://www.ostro.org/general/society/news/590845/
draw	https://russian.rt.com/russia/news/749363-roskachestvo-masochnyi-rezhim-magazin	https://vestikavkaza.ru/news/roskacestvo-proverilo-sobludenie-masocnogo-rezima-v-magazinah.html
left	https://pasmi.ru/archive/270312/	https://news.mail.ru/incident/41911054/
right	https://eadaily.com/ru/news/2020/05/25/v-podmoskovnoy-chernogolovke-vandal-oskvernil-obelisk-krasnoarmeycam	https://tass.ru/proisshestviya/8558839
left	https://lb.ua/society/2020/05/25/458304_klichko_nazval_mozhzhevelnik_vmesto.html	https://strana.ua/news/269221-na-kreshchatike-v-kieve-vysadili-mozhzhevelnik-a-ne-kashtany-iz-za-hrjadushchej-rekonstruktsii.html
right	https://wylsa.com/novinki-realme-televizory-tws-naushniki-i-power-bank/	https://ilenta.com/news/company/news_28877.html
right	https://apostrophe.ua/news/society/kiev/2020-05-25/metro-ne-pomoglo-vse-mostyi-kieva-stoyat-v-sumasshedshih-probkah/198204	https://www.obozrevatel.com/kiyany/life/kiev-v-den-otkryitiya-metro-skovali-masshtabnyie-probki-kakie-ulitsyi-stoit-obehat-karta.htm
right	https://www.nakanune.ru/news/2020/05/25/22574378/	https://pasmi.ru/archive/270312/
right	https://pravo.ru/news/222083/	https://fedpress.ru/news/77/society/2503576
right	https://ua.news/ru/voz-sprognozyrovala-dalnejshee-razvytye-pandemyy/	https://sputnik.by/health/20200525/1044762642/VOZ-mir-nakhoditsya-tolko-v-seredine-pervoy-volny-COVID-19.html
left	https://www.sportsdaily.ru/news/yurij-semin-nazval-pospeshnym-reshenie-vernutsya-v-lokomotiv-iz-kievskogo-dinamo	https://nevasport.ru/144101-syomin-vozvrashhenie-v-lokomotiv-bylo-pospeshnym-resheniem/
left	https://iz.ru/1015356/2020-05-25/ilon-mask-izmenil-imia-syna-iz-za-kaliforniiskikh-zakonov	https://korrespondent.net/lifestyle/4232673-ylon-mask-yzmenyl-ymia-svoeho-rebenka
left	https://www.rbc.ru/rbcfreenews/5ecb57f29a7947ea3243cc07	https://www.nur.kz/1857232-policejskij-pogib-v-dtp-voditel-protaranil-blokpost-v-almaty-foto.html?utm_source=telegram&utm_medium=article-share-top
right	https://isport.ua/football/europe/1848228-messi-stal-luchshim-igrokom-v-istorii-finalov-lch-za-poslednie-20-let	https://www.sports.ru/football/1085743729.html
draw	https://smoldaily.ru/megafon-napravil-20-tysyach-smartfonov-detyam-iz-maloimushhih-semej-v-ramkah-akczii-vzaimopomoshhi-myvmeste	https://progorodnn.ru/news/88142
left	https://news2.ru/story/600456/	http://www.i-gazeta.com/news/region102/46343.html
left	http://timer-odessa.net/news/chislo_zarajennih_koronavirusom_v_ukraine_previsilo_21_5_tisyachi_181.html	https://ura-inform.com/ru/society/2020/05/25/uzhe-bolee-21-000-v-ukraine-chislo-sluchaev-koronavirusa-preodolelo-ocherednoj
right	https://ria.ru/20200525/1571956092.html	https://real-vin.com/naznachenie-saakashvili-v-tbilisi-nazvali-uslovie-vozvrashhenija-posla-v-ukrainu
draw	https://www.pravda.ru/news/world/1501078-pomosh/	https://lenta.ru/news/2020/05/25/dopomozhit/
right	https://ria.ru/20200525/1571956092.html	https://tass.ru/mezhdunarodnaya-panorama/8557063
right	https://polit.info/496646-video-s-rastoptavshim-venki-voinam-vov-vandalom-zainteresovalo-policiyu-v-podmoskove	https://tass.ru/proisshestviya/8558839
right	https://newstracker.ru/news/society/25-05-2020/na-stavropolie-postroyat-samyy-bolshoy-skeyt-park-v-skfo	https://tass.ru/v-strane/8560039
right	https://www.mk.ru/social/2020/05/25/v-kitae-rasskazali-o-samykh-zagadochnykh-mestakh-rossii.html	https://tsargrad.tv/news/russkaja-amazonka-i-gora-mertvecov-sohu-sostavilo-rejting-misticheskih-chudes-rossii_255803
left	https://nation-news.ru/525376-sledkom-podmoskovya-nachal-proverku-posle-razgroma-memoriala-v-chernogolovke	https://politexpert.net/198107-vandal-razgromil-memorial-vov-v-podmoskove
left	https://omskzdes.ru/society/69856.html	http://www.vnd12.ru/news/obschestvo/21657-rossiyskie-vlasti-rasskazali-ob-otkrytii-turisticheskogo-sezona-v-strane.html
left	https://ukranews.com/news/704313-probki-v-kieve-ne-umenshayutsya-dazhe-posle-otkrytiya-metro	https://apostrophe.ua/news/society/kiev/2020-05-25/metro-ne-pomoglo-vse-mostyi-kieva-stoyat-v-sumasshedshih-probkah/198204
left	https://nikvesti.com/news/public/189127	https://ura.news/news/1052433411
left	https://govoritufa.ru/news/46056-v-ufu-iz-ssha-spetsbortom-pribyli-zhiteli-bashkortostana	https://up74.ru/articles/news/120334/
right	https://football.ua/ukraine/422473-semin-ukhod-iz-dinamo-ehto-bylo-pospeshnoe-reshenie.html	https://www.euro-football.ru/article/29/1004367313_semin_vozvraschenie_v_lokomotiv_iz_kieva_byilo_pospeshnyim_resheniem
left	http://www.rewizor.ru/society/novosti/leo-bokeriya-dal-svoy-prognoz-po-zaversheniu-epidemii-covid-19/	https://inforeactor.ru/304283-akademik-bokeriya-sprognoziroval-pobedu-nad-koronavirusom
bad	https://www.business-gazeta.ru/news/469618	https://kirov-portal.ru/news/poslednie-novosti/kirovskaya-oblast-zanyala-12-mesto-s-konca-v-rejtinge-po-raskhodam-na-socsferu-29551/
right	https://news.rambler.ru/incidents/44234756-passazhiry-reysa-sochi-moskva-ustroili-draku-i-popali-na-video/	https://lenta.ru/news/2020/05/25/draka/
left	https://www.wonderzine.com/wonderzine/life/news/250447-family	https://tvrain.ru/news/devochku_s_rozhdenija_zhivshuju_v_bolnitse_zabrali_v_druguju_semju-509384/
left	https://tass.ru/obschestvo/8553769?utm_source=vk.com&utm_medium=social&utm_campaign=smm_social_share	https://www.bfm.ru/news/444455
right	https://lenta.ru/news/2020/05/25/rekord/	https://planet-today.ru/novosti/obshchestvo/ekologiya/item/122331-v-rossii-zafiksirovan-pyatiletnij-rekord-po-zagryazneniyu-vozdukha
right	https://strana.ua/news/269327-hidroksikhlorokhin-voz-ostanovila-ispytanija-lekarstva-ot-koronavirusa.html	https://nikvesti.com/news/public/189127
left	https://news.finance.ua/ru/news/-/471404/v-severnoj-koree-postroili-novuyu-raketnuyu-submarinu-foto	https://korrespondent.net/world/4232509-v-severnoi-koree-poiavylas-novaia-raketnaia-submaryna-smy
left	http://www.trud.ru/article/25-05-2020/1390208_trusova_popala_v_knigu_rekordov_ginnessa_za_chetvernoj_flip.html	https://fedpress.ru/news/77/society/2504156
left	https://www.livekuban.ru/news/proisshestviya/na-bortu-samoleta-sochi-moskva-proizoshla-draka-video/	https://news.rambler.ru/incidents/44234756-passazhiry-reysa-sochi-moskva-ustroili-draku-i-popali-na-video/
draw	https://news.rambler.ru/incidents/44234756-dva-passazhira-reysa-sochi-moskva-ustroili-draku/	https://news.rambler.ru/incidents/44234756-passazhiry-reysa-sochi-moskva-ustroili-draku-i-popali-na-video/
bad	https://kirov-portal.ru/news/poslednie-novosti/kirovskaya-oblast-zanyala-12-mesto-s-konca-v-rejtinge-po-raskhodam-na-socsferu-29551/	https://chr.mk.ru/social/2020/05/25/kurskaya-oblast-na-33-meste-po-socialnoy-orientirovannosti-byudzheta.html
right	https://www.euro-football.ru/article/29/1004367313_semin_vozvraschenie_v_lokomotiv_iz_kieva_byilo_pospeshnyim_resheniem	https://bombardir.ru/news/604533-Semin-Uhod-v-Lokomotiv-iz-Dinamo-v-2009-godu-byl-pospeshnym-resheniem%20
right	https://www.pnp.ru/social/glava-tuvy-zarazilsya-koronavirusom.html	https://www.ntv.ru/novosti/2344560/
left	https://www.rbc.ru/rbcfreenews/5ecb8fc79a79470941b6414f	https://runews24.ru/incidents/25/05/2020/b2a048c79c60a3fdb3dc1af4892eba11
left	https://www.interfax.ru/russia/710179	https://graniru.org/Society/Law/m.279017.html
left	https://russian.rt.com/nopolitics/article/749454-graffiti-znamenitosti-rossiya	https://lenta.ru/news/2020/05/25/grff/?utm_source=yxnews&utm_medium=desktop&utm_referrer=https%3A%2F%2Fyandex.ru%2Fnews
left	https://news.rambler.ru/crime/44233190-polkovnik-fso-zaderzhan-za-hischenie-50-mln-rubley/	https://news.mail.ru/incident/41911054/
left	https://charter97.org/ru/news/2020/5/25/377629/	https://rueconomics.ru/443778-glava-tuvy-sholban-kara-ool-gospitalizirovan-v-bolnicu-iz-za-sereznoi-zarazy
right	https://www.euro-football.ru/article/29/1004367330_fedun_perenes_koronavirus_i_vyipisan_iz_bolnicyi	https://globalmsk.ru/news/id/40003
left	https://lenta.ru/news/2020/05/25/girl/	https://www.rosbalt.ru/moscow/2020/05/25/1845136.html
bad	https://politexpert.net/197999-ufa-prinyala-zastryavshih-v-ssha-iz-za-pandemii-rossiyan	https://www.znak.com/2020-05-25/v_chelyabinsk_blizhayshie_chasy_dostavyat_20_turistov_evakuirovannyh_iz_ssha_i_s_goa
left	https://www.nakanune.ru/news/2020/05/25/22574361/	https://www.pnp.ru/politics/v-rossii-predlozhili-snizit-vozrast-nachisleniya-nadbavki-k-pensii.html
left	https://zn.ua/ECONOMICS/ubytki-metro-kieva-za-vremya-prostoya-na-karantine-prevysili-polmilliona-griven-355349_.html	http://kontrakty.ua/article/156519
left	https://tass.ru/obschestvo/8560727	https://ria.ru/20200525/1571929854.html
right	https://www.rbc.ru/rbcfreenews/5ecbd0189a79472dca3a65f1	https://nation-news.ru/525376-sledkom-podmoskovya-nachal-proverku-posle-razgroma-memoriala-v-chernogolovke
right	https://lenta.ru/news/2020/05/25/rekord/	https://www.nakanune.ru/news/2020/05/25/22574393/
left	https://www.riatomsk.ru/article/20200525/sberbank-stal-luchshim-bankom-mira-po-sozdaniyu-akcionernoj-stoimosti/	https://www.baikal-daily.ru/news/45/391118/
right	https://thebell.io/razvorot-ot-neftyanoj-ekonomiki-kudrin-prizval-izmenit-vsyu-ekonomicheskuyu-politiku-posle-pandemii/?utm_source=tg.daily&utm_medium=social&utm_campaign=aleksey-kudrin-napisal-o-tom--chto-pandem	https://www.mk.ru/economics/2020/05/25/kudrin-uroven-dobychi-nefti-v-rossii-ne-snizitsya.html?utm_source=yxnews&utm_medium=desktop&utm_referrer=https%3A%2F%2Fyandex.ru%2Fnews
right	https://lenta.ru/news/2020/05/25/rekord/	https://www.business-gazeta.ru/news/469662
bad	https://bombardir.ru/news/604579-Zidan-luchshiy-trener-v-istorii-Ligi-chempionov-po-versii-Squawka%20	https://www.euro-football.ru/article/45/1004367348_messi_nazvan_luchshim_igrokom_v_istorii_finalov_ligi_chempionov_ronaldu_na_11_meste
left	https://actualnews.org/exclusive/347551-vladimir-zelenskij-poprosil-pomoschi-u-izrailja-v-borbe-s-koronavirusom.html	https://www.pravda.ru/news/world/1501078-pomosh/
left	https://www.vesti.ru/doc.html?id=3268035	https://tatcenter.ru/news/pravitelstvo-rf-vremenno-zapretilo-vvoz-topliva-v-stranu/
left	https://vestikavkaza.ru/news/belorusskie-neftaniki-otkryli-dva-mestorozdenia-nefti-pod-gomelem-smi.html	https://rns.online/energy/V-Belorussii-soobschili-ob-otkritii-dvuh-mestorozhdenii-nefti-2020-05-25/
left	https://eadaily.com/ru/news/2020/05/25/voz-na-vremya-prekratila-ispytaniya-gidroksihlorohina-v-lechenii-covid-19	https://strana.ua/news/269327-hidroksikhlorokhin-voz-ostanovila-ispytanija-lekarstva-ot-koronavirusa.html
right	http://primorye24.ru/news/post/130336-vladimir-putin-vpervye-s-9-maya-vernulsya-na-rabotu-v-kreml	https://www.nakanune.ru/news/2020/05/25/22574402/
bad	https://35media.ru/news/2020/05/25/svyshe-194-mln-rublej-subsidij-vyplatili-vologodskim-predprinimatelyam	https://newstula.ru/fn_564501.html
right	https://www.kommersant.ru/doc/4356463	https://nikvesti.com/news/public/189127
right	https://vladnews.ru/2020-05-25/172482/putin_podpisal	https://www.pnp.ru/news/predelnyy-vozrast-dlya-rektorov-gosudarstvennykh-vuzov-povysili-do-70-let.html
left	https://delo.ua/econonomyandpoliticsinukraine/avakov-sozdal-tajnyj-departament-policii-centr-368863/	https://inforesist.org/czpk-avakov-sozdal-tajnyj-departament-policzii/
draw	https://66.ru/bank/news/releases/231083/	https://newstula.ru/fn_564499.html
bad	https://ulpravda.ru/tv/novost_dnia/ulianovskie-poiskoviki-proveli-aktsiiu-stena-v-chest-mezhdunarodnogo-dnia-propavshikh-detei	https://xn--b1ats.xn--80asehdb/news/obshchestvo/dobrovoltsy-lizy-alert-v-volgograde-vspomnili-vsekh-ne-vernuvshikhsya-domoy-detey-6536961062.html
left	https://nikvesti.com/news/public/189127	https://eadaily.com/ru/news/2020/05/25/voz-na-vremya-prekratila-ispytaniya-gidroksihlorohina-v-lechenii-covid-19
right	https://www.oreanda.ru/gosudarstvo/politic1/v-rossii-povysili-do-70-let-predelnyy-vozrast-rektorov/article1319037/	https://tass.ru/politika/8556579
right	https://ura.news/news/1052433343	https://tatcenter.ru/news/pravitelstvo-rf-vremenno-zapretilo-vvoz-topliva-v-stranu/
left	https://sputnik-abkhazia.ru/coronavirus/20200525/1030204279/Tak-bylo-s-ispankoy-v-VOZ-zayavili-o-riske-vtorogo-pika-zabolevaemosti-COVID-19-.html	https://inforesist.org/voz-vsplesk-rasprostraneniya-koronavirusa-mozhet-nachatsya-v-lyuboj-moment/
left	https://tvzvezda.ru/news/vstrane_i_mire/content/2020525337-hK6rk.html	https://www.kasparov.ru/material.php?id=5ECB7719275D4
left	https://kanobu.ru/news/usyina-ilona-maska-novoe-imya-teper-ego-zovut-x-a-xii-424485/	https://apostrophe.ua/article/lime/person/2020-05-25/ilon-mask-i-grays-popravili-strannoe-imya-syina-no-prosche-ot-etogo-ne-stalo/32998
right	https://strana.ua/news/269327-hidroksikhlorokhin-voz-ostanovila-ispytanija-lekarstva-ot-koronavirusa.html	https://www.kommersant.ru/doc/4356463
left	https://www.asi.org.ru/news/2020/05/25/regions-spb-brodskij-freska/	https://www.znak.com/2020-05-25/v_sankt_peterburge_kommunalchiki_unichtozhili_graffiti_s_portretom_brodskogo
right	https://newvz.ru/info/185248.html	https://pravo.ru/news/222091/
right	https://www.yarnews.net/news/show/russia-and-world/51564/vtb_vydal_lgotnye_kredity_na_zarplatu_na_18_mlrd_rublej.htm	https://tass.ru/ekonomika/8555211
right	https://ura.news/news/1052433343	https://www.vesti.ru/doc.html?id=3268035
right	https://omskzdes.ru/society/69836.html	https://pravo.ru/news/222083/
left	https://realty.ria.ru/20200525/1571937529.html	https://www.oreanda.ru/finansy/vydacha-ipoteki-v-rossii-ruhnula-pochti-na-40/article1319053/
left	https://www.interfax.ru/russia/710114	https://glasnarod.ru/novosti/2-raznye-novosti/323168-vypusknikov-xabarovskogo-kraya-priglashayut-prisoedinitsya-k-onlajn-akczii-qposlednij-zvonok--2020q
right	https://ria-m.tv/news/194214/v_avstralii_bushuet_moschnyiy_shtorm_(video).html	https://tass.ru/proisshestviya/8553053
right	https://news.rambler.ru/starlife/44233395-u-nee-mnogo-raboty-na-zemle-pochemu-vyzhila-babkina/	https://globalmsk.ru/news/id/39997
left	https://www.kommersant.ru/doc/4356463	https://ura.news/news/1052433411
left	https://tvrain.ru/news/devochku_s_rozhdenija_zhivshuju_v_bolnitse_zabrali_v_druguju_semju-509384/	https://www.mk.ru/social/2020/05/25/prozhivshuyu-5-let-v-bolnice-devochku-uvezli-v-neizvestnom-napravlenii.html
